filename,text,cluster,pca1,pca2
X51005675104.jpg,"3 ! 8 07 0/1 SYARIKAT PERNIAGAAN GIN KEE (81109-A) NO 290,JALAN AIR PANAS, SETAPAK 53200,KUALA LUMPUR; TEL . 03-40210276 GST ID 000750673920 SIMPLIFIED TAX INVOICE CASH Doc No. CS00012944 Date 25/01/2018 Cashier USER Time 14.29.00 Salesperson Ref. Item SiPrice Amount Tax 1007 3 63.60 190.80 SR 12MM 4/8B PLYWOOD Total 3 T90.80 Total Sales (Excluding GST) 180,00 Discount 0.00 Total GST 10.80 Rounding 0.00 Total Sales (Inclusive of GST) 190.80 CASH 190.80 Change 0.00 GST SUMMARY Tax Code Amnt (RW Iax (RM SR 180.00 10 80 Total 180.00 10.80 Lo GOODS SOLD ARE NOT RETURNABLE, THANK YOU QtY @ty:",6,-0.08091897837582707,0.116482248549057
X51005676534.jpg,"3 18,0 / 0(+ SYARIKAT PERNIAGAAN GIN KEE (81109-A) NO 290,JALAN AIR PANAS, SETAPAK 53200, KUALA LUMPUR; TEL 03-40210276 GST ID 000750673920 SIMPLIFIED TAX INVOICE CASH Doc No. CSO0012524 Date: 03/01/2018 Cashier USER Time: 17.08.00 Salesperson Ref, Item SiPrice Amount Tax 1512 1 10.60 10.60 SR 104 COTTON GLOVE (DOZEN) 3032 23.32 23.32 SR FACE MASK 3313 2 19.08 38.16 SR CS 200A CUTTING WHEEL Total Qty: 72.08 Total Sales (Excluding GST) 68 00 Discount 0.00 Total GST 4.08 Rounding 0 00 Total Sales (Inclusive of GST) 72.08 CASH 72.08 Change 0.00 GST SUMMARY Tex Code % Amt (RM Iax (RM SR 6 68.00 4.08 Total 68.00 4.08 GOODs SOLD ARE NOT RETURNABLE, THANK YOU. aty",6,-0.0110367102195774,0.10053385897736686
X51005676535.jpg,"3 | & 00/+ SYARIKAT PERNIAGAAN GIN KEE (81109-A) NO 290,JALAN AIR PANAS SETAPAK 53200, KUALA LUMPUR; TEL 03-40210276 GST ID 000750673920 SIMPLIFIED TAX INVOICE CASH Doc No CS00012487 Date: 30/12/2017 Cashier USER Tirne: 14.52.00 Salesperson Ref, Item SiPrice Amount Tax 2430 2 18 02 36.04 SR CEMENT (S0KG) 1699 10 5.30 53.,00 SR PASIR KASAR (BAG) Total Qty: 12 89.04 Total Sales (Excluding GST) 84.00 Discount 0.00 Total GST 5.04 Rounding 0.00 Total Sale8 (Inclusive of GST) 89.04 CASH 89.04 Change 0.00 GST SUMMARY Tax Code % Amt (RM Iax (RM SR 6 84.00 5.04 Total 84.00 5.04 GOODS SOLD ARE NOT RETURNABLE , THANK YOU Qty",6,-0.07073757380261392,0.14098868790190033
X51005676537.jpg,"3 |8 0 | 0.11 SYARIKAT PERNIAGAAN GIN KEE (81109-A) NO 290,JALAN AIR PANAS, SETAPAK 53200, KUALA LUMPUR; TEL 03-40210276 GST ID 000750673920 SIMPLIFIED TAX INVOICE CASH Doc No CSO0012518 Date: 03/01/2018 Cashier USER Time 13*04*00 Salespersor Ref, Item SIPrice Amount Tax 1535 1 90 10 90.10 SR SLT RIG TRFF HIGH GLOSS PAINT 1611 4.24 4,_4 SR THINI ER BOTTLE Total 94 34 Tolal Sales (Excluding GST) 89 0g Discount 0 00 Total GST 5.34 Rounding 0.00 Total Sales (Inclusive of GST) 94.34 CASH 94.34 Change 0.00 GST SUMMARY Iax Codle % Amt (RM Iax (RM SR 6 89.00 5.34 Total 89.00 5.34 GOODs SOLD ARE NOT RETURNABLE, THANK YOU. aty Qly:",6,-0.04604611878250798,0.1366273693437029
X51005676542.jpg,"3 |8 01 017 SYARIKAT PERNIAGAAN GIN KEE (81109-A) NO 290,JALAN AIR PANAS, SETAPAK 53200, KUALA LUMPUR TEL 03-40210276 GST ID 000750673920 SIMPLIFIED TAX INVOICE CASH Doc No CS00012465 Date:  29/12/2017 Cashier USER Time: 15.32.00 Salesperson Ref , Item SIPrice Amount Tax 3015 10.60 10.60 SR GIVIRE RMIO Total T0.60 Total Sales ( Excluding GST) 10.00 Discount 0.00 Total GST 0,60 Rounding 0.00 Total Sales (Inclusive of GST) 10.60 CASH 10.60 Change 0.00 GST SUMMARY Tax Code % Amt (RM Iax (RM SR 6 10.00 0.60 Total 10.00 0.60 GOODS SOLD ARE NOT RETURNABLE, THANK YOU aty aty:",6,-0.09417717397278245,0.09623309888702455
X51005676548.jpg,"3 1'? 0 (7 SYARIKAT PERNIAGAAN GIN KEE (81109-A) NO 290,JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR; TEL 03-40210276 GST ID 000750673920 SIMPLIFIED TAX INVOICE CASH Doc No CS00012751 Date. 15/01/2018 Cashier USER Time: 14.24*00 Salesperson Ref, Item SIPrice Amount Tax 2876 3 1.06 3 18 SR HOES PIN 1937 1 7.95 7.95 SR 4' HOES HANDLE Tolal 11.13 Totai Sales ( Excluding GST) 10.50 Discount 0.00 Total GST 0 63 Rounding 0.00 Total Sales (Inclusive of GST) 11.13 CASH 11.13 Change 0.00 GST SUMMARY Iax Code % Amt (RM Tax (RM SR 6 10.50 0.63 Total 10.50 0.63 GOODs SOLD ARE NOT RETURNABLE, THANK YOU 0 '| aty Qty",6,-0.07847306424256689,0.10426011313209557
X51005677327.jpg,"3 | 8 0> 016 SYARIKAT PERNIAGAAN GIN KEE (81109-A) NO 290,JALAN AIR PANAS SETAPAK 53200, KUALA LUMPUR: TEL 03-40210276 GST ID 000750673920 SIMPLIFIED TAX INVOICE CASH Doc No CSO0013076 Date:   01/02/2018 Cashier USER Time: 09 38*00 Salesperson Ref, Item SIPrice Amount Tax 2430 2 18.02 36.04 SR CEMENT (S0KG) Total 2 36.04 Total Sales (Excluding GST) 34,00 Discount 0.00 Total GST 2.04 Rounding 0.00 Total Sales (Inclusive of GST) 36.04 CASH 36.04 Change 0.00 GST SUMMARY Iax Code % Amt (RM) Iax (RM) SR 6 34.00 2.04 Total 34.00 2.04 GOODS SOLD ARE NOT RETURNABLE, THANK YOU. Oty Qly:",6,-0.03925031414735689,0.1311543610783301
X51005677333.jpg,"3 1 8 03 0/ SYARIKAT PERNIAGAAN GIN KEE (81109-A) NO 290, JALAN AIR PANAS SETAPAK 53200,KUALA LUMPUR; TEL 03-40210276 GST ID 000750673920 SIMPLIFIED TAX INVOICE CASH Doc No CS00013065 Date: 31/01/2018 Cashier USER Time: 10.41.00 Salesperson Ref, Itemi SiPrice Amount Tax 3122 2 29.68 59.36 SR (W33) 1OSMM/4' CUTTING DISC 3383 10 3 18 31.80 SR 4"" MAGIC SAND PAPER 1512 10.60 10.60 SR 104 COTTON GLOVE (DOZEN) Total 13 101.76 Total Sales (Excluding GST) 96.00 Discount 0.00 Total GST 5.76 Rounding 0.00 Total Sales (Inclusive of GST) 101.76 CASH 101.76 Change 0.00 GST SUMMARY Iax Code % Amt (RM) Iax (RM SR 6 96. 00 5.76 Total 96.00 5.76 GOODs SOiD ARE NOT RETURNABLE , THANK YOU. aty Qr:",6,-0.052406773938706304,0.10890295938054154
X51005677336.jpg,"3 | 8 0> 0'16' . SYARIKAT PERNIAGAAN GIN KEE (81109-A) NO 290,JALAN AIR PANAS, SETAPAK 53200,KUALA LUMPUR; TEL 03-40210276 GST ID 000750673920 SIMPLIFIED TAX INVOICE CASH Doc No CS00013007 Date: 27/01/2018 Cashier USER Time: 16.04 00 Salesperson Ref, Itein SIPrice Amount Tax 194 / 30 0.74 22.26 SR GUNI BAG Total 30 22.26 Total Sales (Excluding GST) 21.00 Discount 0.00 Total GST 1.26 Rounding 0.00 Tviul^ '05 (Inclusive of GST) 22.26 CASh 22.26 Change 0.00 GST SUMMARY Iax Code % Amt (RM Tax (RM} SR 21.00 1.26 Total 21.00 1.26 GOODS SOLD ARE NOT RETURNABLE THANK YOU aty aty:",6,-0.05123682957892029,0.15054235765947274
X51005677337.jpg,"3 | 8 0 3 6 SYARIKAT PERNIAGAAN GIN KEE (81109-A) NO 290,JALAN AIR PANAS, SETAPAK 53200, KUALA LUMPUR, TEL 03-40210276 GST ID 000750673920 SIMPLIFIED TAX INVOICE CASH Doc No. CSO0013104 Date: 02/02/2018 Cashier USER Time: 16.30 00 Salesperson Ref, Itam SiPrice Amount Tax 1796 2 12.72 25.44 SR 10'2 X 2 1816 2 34.34 68 69 SR 18' 2 X 3 Total 94.13 Total Sales (Excluding GST) 88,80 Discount 0 00 Total GST 5.33 Rounding 0.00 Total Sales (Inclusive of GST) 94.13 CASH 94.13 Change 0.00 GST SUMMARY Tax Code % Amt (RW Tax (RM SR 6 88.80 5.33 Total 88.80 5.33 GOODS SOLD ARE NOT RETURNABLE, THANK YOU 1.6 Oty Qty:",6,-0.0178431714867675,0.09829556826002794
X51005711402.jpg,"RESTORAN WAN SHENG 002043319-W No,2 , Jalan Temenggung 19/9 Seksyen 9 Bandar Mahkota Cheras , 43200 Cheras Se GST  REG NO ; 001335787520 Tax Invoice Inv No, ; 1049519 Cashier ; Thandar Date 17-03-2018 15;22452 Descr iption Qty U,price Total TAX Kopi (B) 1X 2,20 2,20 SR Teh (B) 2 X 2,20 4,40 SR Cham (B) 1X 2,20 2,20 SR Take Away 4 X 0,20 0,80 SR Tota] QTY; 8 Total (Exclud GST ) ; 9,07 GST payable (6X) ; 0,53 Tota] (Inclusive of GST) : 9.60 TOTAL: 9 60 CASH 9,80 GST   Summary Amount (RM) Tax(RM) SR (@ 6X) 9,07 0,53 langor ling",1,-0.08296713075997406,-0.08236258077502064
X51005711443.jpg,"RESTORAN WAN SHENG 002043319-W No..2 ,  Jalan Temenggung 19/9 Seksyen 9, Bandar Mahkota Cheras , 43200 Cheras_ Selangor GST  REG NO ; 001335787520 Tax Invoice Inv No ; 1057981 Cashier ; Thandar Date 23-03-2018  13;28:55 Descript ion Qty U,price Total TAX Teh (B) 1 X 2,20 2,20 SR Cham (B) 1 X 2 ,20 2,20 SR Bunga Kekwa 1 X 1,70 1,70 SR Take Away 3 X 0,20 0,60 SR Tota1 QTY; 6 Total (Exclud- GST ) : 6,33 GST payabIe (6X) : 0,37 Tota] (Inclusive of GST ) ; 6,70 TOTAL: 6 70 CASH 6,70 GST   Summary Amount (RM) Tax(RM) SR (0 6X) 6 ,33 0,37 ling",1,-0.0909751544830406,-0.011517501577522874
X51005711444.jpg,"RESTORAN WAN SHENG 002043319-W No.2 , Jalan Temenggung 19/9 Seksyen 9 Bandar Mahkota Cheras , 43200 Cheras Selangor GST  REG NO ; 001335787520 Tax Invoice Inv No, : 1054250 Cashier ; Thandar Date 21-03-2018 11;42;20 Descr ipt ion Qty U,price Total TAX Cham (B) 2 X 2,20 4,40 SR Take Away 2 X 0,20 0,40 SR Tota] QTY: 4 Tota] (Exclud- GST ) ; 4,54 GST  payab Ie (6X) ; 0,26 Tota] (Inclusive of GST ) ; 4,80 TOTAL: 4 80 CASH 4,80 GST   Summary Amount (RM) Tax(RM) SR (@ 6X ) 4,54 0,26 ling",1,-0.05980440300385082,-0.05041922802905313
X51005711446.jpg,"RESTORAN WAN SHENG 002043319-W No,2 , Ialan  Temenggung 19/9 Seksyen 9 Bandar Mahkota Cheras 43200 Cheras Se langor GST REG NO ; 001335787520 Tax Invoice INV No ; 1037698 Cashier: Nicole Date 10-03-2018 16;01:37 Descr iption Qty U,pr ice Total TAX Teh (B) 2 X 2,20 4,40 SR Cham (B) 1 X 2.20 2,20 SR Take Away 3 X 0,20 0,80 SR Tota] QTY : 6 Total (Exc luding GST ) ; 6,81 GST le (6X) ; 0,39 Tota] (Inc lus ive of GST ) ; 7,20 TOTAL : 7 20 CASH 7,20 GST   Summary Amount (RM) Tax(RM) SR (@ 6X) 6,81 0,,39 payab",1,-0.06470209264670956,-0.07243783746267222
X51005711449.jpg,"RESTORAN WAN  SHENG 002043319-W No,2 , Jalan Temenggung 19/9_ Seksyen 9 Bandar' Mahkota Cheras 43200 Cheras Se langor GST REG NO : 001335787520 Tax Invoice Inv No : 1032236 Cashier; Thandar Date 07-03-2018 15;34:15 Descr ipton Oty U.price Total TaX Teh (B) 2 X 2,20 4,40 SR Take Away 2 X 0 ,20 0,40 SR Tota] QTY; 4 Tota] (Excluding GST) : 4,54 GST payabIe (68) ; 0 ,26 Tota] ( Inclusive of GST ) ; 4,80 TOTAL : 4 80 CASH 4,80 GST   Summary Amount (RM) Tax(RM) SR (@ 6X) 4,54 0,26",1,-0.03664544104910111,-0.059057427402298295
X51005715455.jpg,"3-1708032 99 SPEED MAPT S/B (519537-Y) Lot PcT. 2211, JALAN ANCSA, TawAN BERYELEY 41150 KLANG, SEL ANGOR 1330 JLN KEHAMGA FST IC ND 000i81747712 InVWICE No 18348/102/T0058 10.27Hm 567234 26-03-18 2146 TLC GLASS CLEANER (PIN Rrio.&0 $ 02 % Fyi 5J0 Total Sales (Inclusive GST) RM [0,b0 CASH Rxi 20.00 CHANEE RH 9.40 ET Summary Anount(PH} Tax{R) 61 10,Q0 60 Thank You. Please come Keed the inyjice for aplicable returns apain",8,-0.014433720291239814,0.03274515111293168
X51005719903.jpg,"Gerbang Alaf Restaurants Sdn Bhd (65351-M) formerIy known as Go Iden Arches Restaurants Sdn Bhd Licensee of McDonaId' s Leve] 6, Bangunan TH, Damansara Uptown3 No.3 , Jalan SS21/39 47400 Petal Jaya Selangor (GST   ID No: 000504664064) McDonaId's MRRZ Kepong DT(#251) Tel No, 03-6259-6498 TaX INVOICE InV# 002511900167877 ORD #41 ~REG #19- 11/03/2018 14;31 QTY ITEM #JTAL 2 ChocTop 4 , 00 1 McF lurryOreos Ji Takelut Tota] ( inc] GST ) 8,50 Tota/ Rounded 8,50 Cash Tendered 10,00 Change 1,50 TOTAL INCLUDES 6% CST 0 ,48 Thank  You and Please Come Again, ing",9,-0.028706787713418395,-0.018134155343006605
X51005724552.jpg,"R KEDAI PAPAN YEW CHUAN (0005583085-K) LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR: TEL ; 03-87686092 FAX 03-87686092 GST ID 000781500416 IAX INVOICE Bill To SUCI ALAM JAYA TRANSPORT NO 1 JALAN AMAN 2 TAMAN DESA 43800 DENGKIL SELANGOR 017-6057770 Doc No; CSOO011014 Date;   21/03/2018 Cashler USER Time: 09.31.00 Salesperson Ref ; (GST) (GST) Item SIPrice SIPrice_ Amount 101870 65.00 68.90 68.90 SR PASIR HALUS (D) Total Qty: 68,90 Total Sales (Excluding GST) 65.00 Discount 0.00 Total GST 3,90 Rounding 0,00 Total Sales (Inclueive of GST) 68.90 CASH 88.90 Change 0.00 GST SUMMARY Tax Code % Amt (RM Iax (RM SR 6 65.00 3.90 Total : 65.00 3.90 GOODS SOLD ARE NOT RETURNABLE, THANK YOU; Q Jax",4,-0.030372672318435347,0.13843252534716582
X51005724611.jpg,"R KEDAI PAPAN YEW CHUAN (0005583085-K) LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR; TEL : 03-87686092 FAX 03-87686092 GST ID 000781500416 TAX INVOICE Bill To SUCI ALAM JAYA TRANSPORT NO 1 JALAN AMAN 2 TAMAN DESA 43800 DENGKIL SELANGOR 017-6057770 Doc No. CSO0011043 Date:  21/037/2018 Cashier USER Time: 16.39.00 Salesperson Ref (GrTi (GST) Item) SIPrice SlFuuce Amount Tax 100139 8 17.00 18.02 144.16 SR BESI Y 10 (CQ) Total 744,16 Total Sales (Excluding GST) 136.00 Discount 0,00 Total GST 8.16 Rounding 0 0o Total Sales (Inclusive of GST) 144.16 CASH 144.16 Change 0.00 GST SUMMARY Iax Code % AmL(RM Iax (RM} SR 6 136,00 8,16 Total 136.00 8.16 GOODS SOLD ARE NOT RETURNABLE, THANK YOU; 2/3 BL: aiy Qty' GA",4,-0.04406251255541042,0.12421465226343548
X51005724622.jpg,"CJ R Gmb Us OgUuw KEDAI PAPAN YEW CHUAN (0005583085-K) LOT 276 JALAN BANTING 43800 DENGKIL , SELANGOR TEL ; 03-87686092 FAX 03-87686092 GST ID 000781500416 TAX INVOICE Bill To SUCI ALAM JAYA TRANSPORT NO 1 JALAN AMAN 2 TAMAN DESA 43800 DENGKIL SELANGOR 017-6057770 Doc No CS00010562 Date:"" 07/03/2018 Cashier USER Time; 08.31.00 Salesperson Ref, (GST) (GST) Item S/Price S/Price Amount Tax 101870 65,00 68,90 68 90 SR PASIR HALUS (D) 100160 3 00 3.18 22 26 SR KAPUR AIR (A1) Total 8 91.16 Total Sales (Excluding GST) 86.00 Discount 0 00 Total GST 5.16 Rounding 0,00 Total Salee (Inclusive of GST) 91.16 CASH 91.16 Change 0.00 GST SUMMARY Iax Code % Amt (RM Tax (RM) SR 6 86.00 6.16 Total 86.00 5.16 GOODS SOLD ARE NOT RETURNABLE, THANK YOU, QY Qty:",4,-0.031120289007942458,0.11100667729817094
X51005724624.jpg,"R KEDAI PAPAN YEW CHUAN (0005583085-K) LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR TEL : 03-87686092 FAX 03-87686092 GST ID 000781500416 TAX INVOICE Bill To SUCI ALAM JAYA TRANSPORT NO 1 JALAN AMAN 2 TAMAN DESA 43800 DENGKIL SELANGOR 017-6057770 Doc No CS00Q10855 Date: 16103/2018 Cashier USER Time: 08.45.06 Salesperson Ref:: (GST) (GST) Item SIPrice S/Price Amount Tax 100140 24.00 25.44 101.76 SR RESi Y 12 (CQ) 100135 8,00 8.48 33.92 SR BESI R 5.5 (CQ) Total 8 135.68 Total Sales (Excluding GST) 128.00 Discount 0.00 Total GST 7.68 Rounding 0.00 Total Sales (Inclueive of GST) 135.68 CASH 150.00 Change 14.32 GST SUMMARY Iax Code % AmL (RM Iax (RM SR 6 128.00 7.68 Total 128.00 7.68 GOODS SOLD ARE NOT RETURNABLE, THANK YOU, 9Y Qry:",4,-0.018395736216920026,0.11406853565669688
X51005724625.jpg,"R J6ho9 KEDAI PAPAN YEW CHUAN (0005583085-K) LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR; TEL ; 03-87686092 FAX : 03-87686092 GST ID 000781500416 IAX INVOICE Bill To ; SUCI ALAM JAYA TRANSPORT NO 1 JALAN AMAN 2 TAMAN DESA 43800 DENGKIL SELANGOR 017-6057770 Doc No. C500010702 Date: 12/03/2018 Cashier USER Time; 09.20.00 Salesperson Ret:: (GST) (GST) Item SIPrice S/Price Amount Tax 101869 60.00 63.60 127,20 SR PASIR KASAR (D) 101871 65.00 68,90 68 90 SR BATU 3/4 (D) 101756 5 16.50 17.49 87,45 SR SIMEN Total 8 283.55 Total Sales (Excluding GST) 267.50 Discount 0.,00 Total GST 16,05 Rounding 0.00 Total Sales (Inclusive of GST) 283.55 CASH 300.00 Change 16.45 GST SUMMARY Iax Code % Amt (RM Iax (RM SR 6 267.50 16,05 Total 267.50 16.05 GOODS SOLD ARE NOT RETURNABLE, THANK YOU meb aix Qty:",4,-0.07218772885815536,0.07586701977312384
