filename,text,company
X51005442333.jpg,"hoz o7 UNIHAKKA INTERNATIONAL SDN BHD 27 Mar 2018 18.46 (867388-L) 12, Jalan Tampci 7/4,Kawasan Perinduslian Tampol,81200 Johor Bahru; Johor TAX INVOICE Invoice # OR18032702170334 Item Aty Total SR 100100000055-Fried Ncodle (S) 52.00 S2.00 SR 100100000006- Pork 52.70 52.70 SR I0010000O015- Vegetable 81,10 52.20 Total Amount: 96.90 GST @8%6: 50.39 Nett Total: 56,90 Payment Mode Amount CASH S_.Co Change as | SUMIAIy Atiount(t} Toxsi GST @6% 6.51 GST REG #000858185584 BAR WANG RICE@PERMAS JAYA (Price Inclusive OI @ST} Thank You Come Againl Like and Follol Us on Facebookl Facabookcom BarWangRice",UNIHAKKA INTERNATIONAL SDN BHD
X51005442334.jpg,"A03128 UNIHAKKA INTERNATIONAL SDN BHD 26 Mar 2018 18,;14 867388-U) 12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi, 81200 Johor Bahru,Johor TAX INVOICE Invoice OR18032602170324 Item Qly Total SR /0d100000d35- 3Vege 57.10 S7.10 SR 100100000015- Vegetable 51.10 51.10 Total Amount: 58.20 GST @8%0: 50.46 Nelt Total: 58,20 Payment Mode Amount CASH S8.20 Change S0,00 GSTSummany Ampuntfy) Taxf} S3-GST @6r6 0.43 GST REG #000666195584 BAR WANG RICE@PERMAS JAYA (Price Inclusive 0l GST) Thank You Come Againl Like and Follow Us on Facebookl Facebook com BarWangRlce Meat -",UNIHAKKA INTERNATIONAL SDN BHD
X51005442375.jpg,"Anz W2 UNIHAKKA INTERNATIONAL SDN EHD 25 Ma; 2018 18;28 (887388-U) 12, Jalan Tampoj 7/4,Kawasan Perinduskian Tampoi,81.200 Johor Bahru,Johor TAX INVOICE Invoice # OR18032502170439 Item Qly Total SR I001ooodo060. Vege 5.50 96,50 SR 1001 00000057-Frled Noodle (L} S3,00 53.00 Total Amount: 38,50 GST @6%8: $0,48 Nett Tolal: 98.50 Payment Mode Amount CASH 58.50 Change So.OD us1 Summary AnOnlks} Tax?) GST@6* 8.02 @ST REG #000658195584 BAR WANG RICE@PERMAS JAYA (Piice Inclusive 0l GST) Thank Yqu Come Againi Like and Follow Us On: Facebooki Facebook com Ba WangRice",UNIHAKKA INTERNATIONAL SDN BHD
X51005442376.jpg,"no UNIHAKKA INTERNATIONAL SDN BHD 22 Mar 2018 18.24 (867388-U) 12, Jalah Tampoi 7/4,Kawasan erindustrlan Tampol,81200 Johor Bahru; Johor TAX INVOICE Invoice # OR18032202170428 Item Oty Total SR I0C100000u35- Meat + 3 Vege S7.10 57.10 SR {00100000064-Add Vegetable S0.50 S0.50 Total Amount: 57.80 GST @8%: 50.43 Nett Total: #7,60 Payment Mode Amount CASH S7.60 Change SD.OQ GST Summary Ajnounl(t} Taxts} GSt 426r 7.17 GSt REQ #000856195584 BAR WANG RICE@PERMAS JAYA (Price Inclusive 01 GST) Thank You & Come Againl Like and Follow Us on Facebookl Facebook com/BarWangRice 3112",UNIHAKKA INTERNATIONAL SDN BHD
X51005442379.jpg,"UNIHAKKA INTERNATIONAL SDN BKD 24 Mer 2018 18.23 (887388-U) 12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampol,81200 Johor Bahru; Johor TAXINVOICE Invaice 0R18032402170368 Qty Toral SR I00100000027- 2 Meal + 2 Vege 58.70 58.70 SR /00100000064-Add Vegetable S0.50 SD.50 Total Amcunt: $9.20 GST @6%: S0.52 Nett 'otal: 59.20 Payment Mode Amoun: CASH S9.20 SC.0o GST Suinmary Amountit) Texp GST' @EX GST REG #000656195534 BAR WANG RICE@PERMAS JAYA (Price Inclusive O| GST) Tnank You Come Againl Like ad Follow Us on Facebookl Facebook com BarWangRice {96306 Item Change",UNIHAKKA INTERNATIONAL SDN BHD
X51005442382.jpg,"Ao3pi9 UNIHAKKA INTERNATIONAL SDN BHD 20 Mar 2018 17.55 (867388-U) 12 Jalan Tanpoi 7/4,Kawasan Perindustrian Tampol,81200 Johor ahru,Johor TAX INVOICE Invoice # OR18032002170471 Item Qly Tota SR 100700000031- 6 Vege S6.60 58.60 Total Amount: 56.60 GST @8%. 50.37 Nett Total: S6.80 Payment Mode Amount CASH 56.60 Change S0.00 0ST Summary Aount(s} Taxfs} SR=GSt@3% GSt REG #000656195584 BAR WANG RICE@PERMAS JAYA (Price Inclusive Ol @ST) Thank You Come Againi Llke and olicw Us on Facebookl Facebookcom BarW angRlce",UNIHAKKA INTERNATIONAL SDN BHD
X51005442384.jpg,"UNIHAKKA INTERNATIONAL SDN BHD 19 Mar 2018 18.26 (867338-L) 12, Jalan Tampoi 7/4,Kawasan aiindushian Tampoi; 200 Johor Bahru,Johor TAX INVOICE Invoice 0318031902160324 Item Qty Total SR I0q1onooooot Chicken 52.70 52,70 SR I0q1cooquogo_ 86.50 55,50 Total Amount: 58.20 QST @896: So 46 Nett Total: 58.20 Payment Mode Amount CASH 88.20 Change S0,00 GSTSummacy Amaunl(t) Taxfs) GST 06%8 7.74 0.46 GST REG #000858195584 BAR WANG RICE@PERMAS ({Prlce Inclusive O[ GST) Thank You Come Againl Like and Follcw Us oh acebookl Faceboak com BarWangRice Rozv | Vege JAYA",UNIHAKKA INTERNATIONAL SDN BHD
X51005442386.jpg,"ho2/>3 UNIHAKKA INTERNATIONAL SDN BHD 21 Mar 2018 17.59 (867388-U) 12, Jalan Tampoi 7/4,Kawasan Perindustrian Tarnpoi,81200 Johor Bahru,Johor TAX INVOICE Invoice OR18032102170360 Item: Qty SR 100100000121- Yong Tau Foo (S) 51,60 S1.80 SR I00100000035 Meat _ Vege 57.10 87.10 Total Amount: $8,70 GST @8%6: 50.49 Nett Total: 58.70 Payment Mode Amcurt CASH 58,70 Change SO.00 GST Sumiaiy Acunts} Ta(s) GS1 (6% 049 aST REG #000658195584 BAR WANG RICE@PERMAS JAYA (Pice Inclusive Of = Thank You Come Againl Llke and Follaw Us cn Facebookl Faceboak com BarWangRice Tolzl GSt)",UNIHAKKA INTERNATIONAL SDN BHD
X51005442392.jpg,"UNIHAKKA INTERNATIONAL SDN BHD 29 Mar 2013 18.19 (867388-U) 12 Jalan Tampci 7i4,Kawzsan Perindustrian Tampo;,81200 Johor Bahru; Johor TAX INVOICE Invcice # OR18032902170347 Qty Total SR I00100000035- Meat _ Vege S7.10 57,10 Tota"" Amount: $7.10 GST S0.40 Nett Totai: #7,10 Paynert Mode Amount CASH Change 50.00 GST Summary AJTIOLAI4LS) Tax?} OSto3s GST REG #000858105584 @ARWANG RICE@PERMAS JAYA (Prica Inciusive Of GST) Thank You Come Againl Like and Follow Us on Facebookf Facebookcom BarWangRice 8o3(zy ren @6"" ;",UNIHAKKA INTERNATIONAL SDN BHD
X51005442394.jpg,"Yxo3126 UNIHAKKA INTERNATIONAL SDN BHD 30 Mar 2018 18;17 '867388-U) 12, Jalan Tampoi 7/4,Kavasah Perindustrian Tampol, 81200 Johor Bahru,Johcr TAXINVOICE Invoice # OR1e033002170334 Itein Qiy Totat SR 100100000035- Meat 57,10 57,.10 5R I00100000015- Vegetable 51.10 51.10 Total Amcunt: $8.20 GST @6%; 3C.43 Nett Total: $8.20 Payment Mode Amount :ASH 88,20 Change S0,00 GSTSummary AmOurl)) Taxs} GST 24 GSTREG 7000656195584 BAR WANGRICE@PERMAS JAYA (Price Inclusive Oi GST) Thank You Come Againl Like and Follow Us on Facebookl Faceboak com BarWangRice Vege 652",UNIHAKKA INTERNATIONAL SDN BHD
X51005444044.jpg,"99 SPEED MART S/B (519537-X) Lot PaT. JALAN ANGSA, Taman BERKELEY 41150 KLANG, SEL ANGOR 1572-Tmn BkT Pandan GST ID. NO 000181747712 InvoIcE No 18332/103/T0157 02:27PH 570285 10-03-18 104 SunquiCk OREN 3z0mL RMS. 35 Total Sales (Inclusive GST} RM 5,35 CASH RM 6. Q0 CHANGE Rh 65 GST Summary Amount(Rr) Tax(RM) 8 61 5.05 30 Thank You. Please Come again the invoice for anplicable Feturns 2811, Keep",99 SPEED MART S/B
X51005444045.jpg,"99 SPEED MART SVB (519537-X) Lot P.T, JALAN AnGSA, TananBERKELEY 41150 KLANG, SELANCOR 1245-DESA SRI HartamaS GST ID. ND 000181747712 INVOICE ND 3 18341/103/T0138 09:O6Pn 569547 19-03-18 103 SunquICK QREX 840NL RHi.40 $ Total Sales {Inclusive CST} RM 11.40 CaSH RH 11.40 CHANGE RH 00 GST Swmmary Aaount{RM) Tax (RH) S 61 10.75 65 Thank Yov. Please coue the invoice for applicable returns 2811, aqain Keep",99 SPEED MART S/B
X51005447852.jpg,"99 SPEED MART S/B (519537-X) Lot P.T. 2811, JALAN ANGSA, TAHAN BERKELEY 41150 KLANG, SELANGOR 1249-Thn Pandan CaHAYA GST ID . No 6 000181747712 INVOICE No 8 18314/102/T0422 06: ?0PM 568008 20-02-18 8991  NUTRI PLUS TELUR SEGAR RH?_ 90 2 Total Sales (Inclusive GST) RH 9.90 CASH RH 10.WO CHANGE RH 10 GST Summary Amount (RH) Tax (RH) 2 = 07 9.90 Q Thank You. Please come the invoice for applicable returns aqain Keep",99 SPEED MART S/B
X51005447853.jpg,"39 STEED MART S/8 {519537.X} Lot p,t. 2811, JALAN AngSA, TahAN  BERKELEY 42150 KlanG, ScLANGoR 1317 TRILLIUH SC BESI GST IC . NO 6 00C181747712 INvdecc ND 0 18298/102/70230 G1.345M 588813 05 02-18 350g Voxcchun Lokam MNDRN $ Rm6z.50 z 25 X RK 12.50 2508 Yonschhui Lokak MNDRN # Rr79 . 00 2 05 X RK 15.80 Total Sales {Iclusive GST} Rl 141.50 CAsh Rh 150.08 Cange R 8,50 BS7 Summary Amzuzit (RM} Tax(RK} 2 = # 141.50 Q0 Tharif; Yji. Niease Come the iivgice {Gr applicable Teturns again Keep",99 SPEED MART S/B
X51005711402.jpg,"RESTORAN WAN SHENG 002043319-W No,2 , Jalan Temenggung 19/9 Seksyen 9 Bandar Mahkota Cheras , 43200 Cheras Se GST  REG NO ; 001335787520 Tax Invoice Inv No, ; 1049519 Cashier ; Thandar Date 17-03-2018 15;22452 Descr iption Qty U,price Total TAX Kopi (B) 1X 2,20 2,20 SR Teh (B) 2 X 2,20 4,40 SR Cham (B) 1X 2,20 2,20 SR Take Away 4 X 0,20 0,80 SR Tota] QTY; 8 Total (Exclud GST ) ; 9,07 GST payable (6X) ; 0,53 Tota] (Inclusive of GST) : 9.60 TOTAL: 9 60 CASH 9,80 GST   Summary Amount (RM) Tax(RM) SR (@ 6X) 9,07 0,53 langor ling",RESTORAN WAN SHENG
X51005711443.jpg,"RESTORAN WAN SHENG 002043319-W No..2 ,  Jalan Temenggung 19/9 Seksyen 9, Bandar Mahkota Cheras , 43200 Cheras_ Selangor GST  REG NO ; 001335787520 Tax Invoice Inv No ; 1057981 Cashier ; Thandar Date 23-03-2018  13;28:55 Descript ion Qty U,price Total TAX Teh (B) 1 X 2,20 2,20 SR Cham (B) 1 X 2 ,20 2,20 SR Bunga Kekwa 1 X 1,70 1,70 SR Take Away 3 X 0,20 0,60 SR Tota1 QTY; 6 Total (Exclud- GST ) : 6,33 GST payabIe (6X) : 0,37 Tota] (Inclusive of GST ) ; 6,70 TOTAL: 6 70 CASH 6,70 GST   Summary Amount (RM) Tax(RM) SR (0 6X) 6 ,33 0,37 ling",RESTORAN WAN SHENG
X51005711444.jpg,"RESTORAN WAN SHENG 002043319-W No.2 , Jalan Temenggung 19/9 Seksyen 9 Bandar Mahkota Cheras , 43200 Cheras Selangor GST  REG NO ; 001335787520 Tax Invoice Inv No, : 1054250 Cashier ; Thandar Date 21-03-2018 11;42;20 Descr ipt ion Qty U,price Total TAX Cham (B) 2 X 2,20 4,40 SR Take Away 2 X 0,20 0,40 SR Tota] QTY: 4 Tota] (Exclud- GST ) ; 4,54 GST  payab Ie (6X) ; 0,26 Tota] (Inclusive of GST ) ; 4,80 TOTAL: 4 80 CASH 4,80 GST   Summary Amount (RM) Tax(RM) SR (@ 6X ) 4,54 0,26 ling",RESTORAN WAN SHENG
X51005711446.jpg,"RESTORAN WAN SHENG 002043319-W No,2 , Ialan  Temenggung 19/9 Seksyen 9 Bandar Mahkota Cheras 43200 Cheras Se langor GST REG NO ; 001335787520 Tax Invoice INV No ; 1037698 Cashier: Nicole Date 10-03-2018 16;01:37 Descr iption Qty U,pr ice Total TAX Teh (B) 2 X 2,20 4,40 SR Cham (B) 1 X 2.20 2,20 SR Take Away 3 X 0,20 0,80 SR Tota] QTY : 6 Total (Exc luding GST ) ; 6,81 GST le (6X) ; 0,39 Tota] (Inc lus ive of GST ) ; 7,20 TOTAL : 7 20 CASH 7,20 GST   Summary Amount (RM) Tax(RM) SR (@ 6X) 6,81 0,,39 payab",RESTORAN WAN SHENG
X51005711449.jpg,"RESTORAN WAN  SHENG 002043319-W No,2 , Jalan Temenggung 19/9_ Seksyen 9 Bandar' Mahkota Cheras 43200 Cheras Se langor GST REG NO : 001335787520 Tax Invoice Inv No : 1032236 Cashier; Thandar Date 07-03-2018 15;34:15 Descr ipton Oty U.price Total TaX Teh (B) 2 X 2,20 4,40 SR Take Away 2 X 0 ,20 0,40 SR Tota] QTY; 4 Tota] (Excluding GST) : 4,54 GST payabIe (68) ; 0 ,26 Tota] ( Inclusive of GST ) ; 4,80 TOTAL : 4 80 CASH 4,80 GST   Summary Amount (RM) Tax(RM) SR (@ 6X) 4,54 0,26",RESTORAN WAN SHENG
X51005715455.jpg,"3-1708032 99 SPEED MAPT S/B (519537-Y) Lot PcT. 2211, JALAN ANCSA, TawAN BERYELEY 41150 KLANG, SEL ANGOR 1330 JLN KEHAMGA FST IC ND 000i81747712 InVWICE No 18348/102/T0058 10.27Hm 567234 26-03-18 2146 TLC GLASS CLEANER (PIN Rrio.&0 $ 02 % Fyi 5J0 Total Sales (Inclusive GST) RM [0,b0 CASH Rxi 20.00 CHANEE RH 9.40 ET Summary Anount(PH} Tax{R) 61 10,Q0 60 Thank You. Please come Keed the inyjice for aplicable returns apain",99 SPEED MART S/B
X51005719862.jpg,"79 SPEED MarT 5/8 (519537-X) Lot P.Te 2811, JalAN ANGSA, TAMAN  BERKELEY 41150 KLANG, SELANGOR 1934-LAMAN RINBUNAN GST ID: No 8 000181747712 INVUICE NO 18297/102/T0173 02;S6pm 566713 03-02-18 2485 LabOOST DRINKING WATER Ra, 5Q $ 7094 NEGBUN FLASTER 1CPCS RNZ. 20 Total Sales (Inclusive GST) Rh 3.70 CaSK RM 10.00 CHANGE RN 6.30 BST Sumuary Arount(rh) Tax(Rm) 67 3.47 21",99 SPEED MART S/B
X51005719882.jpg,"99 SPEED MART S/B (519537-X) Lot Pat. 2811, JALAN ANGSA, Taman  BERKELEY 41150 KLANG, SELANGOR 1181-THN SRI SINAR GSTId. NO 0 000181747712 INVOICE NO 0 18311/103/T0280 09:O4PM 569319 17-02-18 483 CARLSBERG CAN 4*6+320ML RMi06.50 S 2101 CARLSBERG Smooth dRaUg RM106.50 Total Sales (Inclusive GST) RM 213.Q0 CASH Rh 213.00 CHANGE RM Qo GST Summary Amount(RH) Tax(RH) 8 = 67 200.94 12.06 Thank You. Please come the invoice for applicable returns again Keep",99 SPEED MART S/B
X51005719883.jpg,"99 SPEED MART S/8 (519537-X) Lot P.t. 2811, JALAN ANGSA; TaMAN  BERKELEY 41150 KLANG, SELANGOR 1362-JLN DEVELOPMENT GST ID. NO 000181747712 INVOICE NO 0 18311/102/T0395 07:44PH 566890 17-02-18 489 TIGER BEER CAN 4*6*320m RM1Q8. SO Total Sales (Inclusive GST) Rm 108.50 CASH Rn 150.QQ CHANGE Rm 41.50 GST Summary Amount(Rm) Tax(RH) 8 E 67 102.36 6.14 Thank You: Please Come ajain the invoice for applicable retunns Keep",99 SPEED MART S/B
X51005745214.jpg,"99 SPEED harT S/8 (519537-X) Lot P.T. JALAN ANGSA, TAhAm  BERKELEY 41150 KLANG,  SELANGOR 1132-PJ 5S6 65T  ID. NO 000181747712 INVOICE NO 18301/102/T0305 Q3: L6PM 569337 07-02-18 2471 888 LYCHEES IN SYRUP 5 RM10,14 $ 13 X Rh 3,38 270 cSR GULA 12+1KGA RM3S. 20 2 Tota] Sales (Inclusive GST) RM 45.34 Rounding Adjustuent RH ,01 Rounding Rm 4S.35 CREDIT RM 45.35 CHANGE RM Q0 6ST  Suopary Aaount(rh) Tax(RH) $ 67 9.57 57 2 07 35.20 00 48-21 Thank You. Please coue again Keep the invoice for applicable returns 2811,",99 SPEED MART S/B
X51005745298.jpg,"89 SPEE) MART S/8 (519537-X) Lot PT. JALAN ANBSA, TamAN  BERKELEY 41150 KLANG, SELANGOR 1317-TRILLIUN SG BESI CST Id. NO 0 000181747712 INVOICE NO 0 18353/102/T0311 04:OGph 570842 31-03-18 503 100 PLUS CAN 3251L (ICE RMi.49 $ 501 HaLTA can 32OhL (ICE) Rm2.50 Total Sales (Inclusive GST) RM 3.99 Rounoiny Kujustment Rm 01 Rounding RH 4.00 CaSH Rh 10.00 CHANGE RM 6.00 GST Summary Amount (RM) Tax(RH) 8 67 3.77 22 Thank You. Please Cole again Keep the invoice for applicable returns '2811, 8",99 SPEED MART S/B
X51005764161.jpg,"u3 cn) 99 SPEED MaRt 5/8 {519537-X) LOT P.T, 2811, JALAN ANGSA; TAHAN BEPKELEY 41150 KlanG; SELANGOR 1313-SWBANG BESTARI GST Id, Mo 0GO181747712 INVOICE HO 18291/102/T0380 06:@4FM 5690014 28-0}-i8 5593 LEA 6 PERRINS S0S HORC RrSB,89 $ ei] X Rn 8.93 Total Sales {Inclusive GST) RN 98,39 Rouriding Adjustment RN Rcunding Rm 28, 90 CREDIT RH 98. ?0 CHGNCE Rm Of GST Suzmary Kequr: {Rm) Ta;(RH) 61 93.28 5,61 98.90 Thank ""ou. Piease coae aqai0 Keep +3e irvo_ce {c afplicabie returtis XAt]t",99 SPEED MART S/B
X51006387971.jpg,"99 SPEED Mart S/8 (519537-X) LOT P,T. 2814, JALAN ANGSA, TAHAN  BERKELEY 41150 KLANG,  SELANGOR 1313-Subang  BESTARI GST ID. no Q00181747712 INVOICE  NO 8 J8023/103/T0052 02.49PH 565287 05-05-17 2832 Ah Huat WHT . COFFEE GO RH12 , 65 5 9500 MASSIXD WHEAT GERM  40Q Ri2. 39 S 2022 CaddurY CHOCOLATE DAIL RH? , 65 S 066 HILO FUZE  3INS ORIGINAL RNI3. 65 $ 384 HISTER FOTATO TOHATO 16 R3 . 99 5 Tota] Sales (Inclusive GST) RH 42,33 Rouriding Adjustient RM 02 Rounding RH 42.35 CREDIT RH 42.35 CHAWGE RH ,QO GST Suamary Azount (RM} Tax(RH} 57. 39 . 92 2.41 41-h BOSTERe = cowe Keep the inydice for applicable returns again",99 SPEED MART S/B
X51006388065.jpg,"(0 ) SPEED HAPT %/; (519537-{ Lot P?.t. 2911, Jalan AnESA, {Arr GERXELEY 41150 WlahG, SELAIBOR 105-SVESNG PERDANA 6St ID. ND 0Q0151747712 INWOICE ND 18032/103/T020X 04;S5pm 565420 21-05-17 154 AJINDAOTO 1X8 Pt 20, %Q 02 % Rh 10.40 Total Sale; {Inclusive DS) &4 20.90 C4Sh Rx 21.@0 ChaNSE &# GST Suuary Abount{RK) Tax(RH) 6 < & 19,62 1,9 I-k Than;; Yow. Please CoWne eqain POSTZi",99 SPEED MART S/B
